Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
NS.2150.TSP0284---TSP200X.BS_401_R2	94.79727127479056	48.0	234.67321647149444	237	36.36363636363637	1573482.0
NS.2150.TSP0285---TSP200X.BS_402_R1	94.30539270917318	49.0	234.1498109003787	242	27.27272727272727	1572716.0
NS.2150.TSP0285---TSP200X.BS_402_R2	94.48703841134171	49.0	235.3326387644906	242	36.36363636363637	1563080.0
NS.2150.TSP0286---TSP200X.BS_403_R1	93.67113970330809	46.0	230.998255957376	237	27.27272727272727	928303.0
NS.2150.TSP0286---TSP200X.BS_403_R2	94.14969403796267	46.0	232.8171351732919	237	36.36363636363637	923644.0
NS.2150.TSP0287---TSP200X.BS_404_R1	94.270186746722	48.0	232.95863582181804	237	27.27272727272727	1132550.0
NS.2150.TSP0287---TSP200X.BS_404_R2	94.33468027064457	48.0	234.0013386356945	237	36.36363636363637	1124279.0
NS.2150.TSP0288---TSP200X.BS_405_R1	93.64354341618024	48.0	232.47378117265598	237	27.27272727272727	1574136.0
NS.2150.TSP0288---TSP200X.BS_405_R2	93.62370040415871	48.0	234.05729709664928	237	36.36363636363637	1562505.0
NS.2150.TSP0289---TSP200X.BS_406_R1	95.20551856238093	48.0	235.40018573375	242	27.27272727272727	2212845.0
NS.2150.TSP0289---TSP200X.BS_406_R2	94.13526847429027	48.0	235.8535066448034	242	36.36363636363637	2190584.0
NS.2150.TSP0290---TSP200X.BS_407_R1	92.91345524581993	48.0	234.240357260326	242	27.27272727272727	884733.0
NS.2150.TSP0290---TSP200X.BS_407_R2	92.83022003854573	48.0	235.45188101138726	242	36.36363636363637	878437.0
NS.2150.TSP0291---TSP200X.BS_408_R1	94.74012431364237	47.0	234.1705729505002	242	27.27272727272727	1462430.0
NS.2150.TSP0291---TSP200X.BS_408_R2	94.0513748660173	47.0	234.79388597433876	242	36.36363636363637	1449814.0
NS.2150.TSP0292---TSP200X.BS_409_R1	94.6753140562875	47.0	233.4897375292583	237	27.27272727272727	1308603.0
NS.2150.TSP0292---TSP200X.BS_409_R2	93.92291553297332	47.0	234.25124057525076	242	36.36363636363637	1297382.0
NS.2150.TSP0293---TSP200X.BS_410_R1	94.02056151390255	47.0	232.88804320973944	237	27.27272727272727	1485591.0
NS.2150.TSP0293---TSP200X.BS_410_R2	94.4384520128029	47.0	234.48182894727938	237	36.36363636363637	1477790.0
NS.2150.TSP0296---TSP200X.BS_413_R1	93.20087844228699	47.0	233.5817277481219	242	27.27272727272727	919810.0
NS.2150.TSP0296---TSP200X.BS_413_R2	93.37977265147	47.0	234.9760917705081	242	36.36363636363637	914455.0
NS.2150.TSP0297---TSP200X.BS_414_R1	93.5692262922143	48.0	234.1304489965816	242	27.27272727272727	1085888.0
NS.2150.TSP0297---TSP200X.BS_414_R2	93.65435721840271	48.0	235.33475402268593	242	36.36363636363637	1078819.0
NS.2150.TSP0298---TSP200X.BS_415_R1	88.74490609974342	49.0	234.97165743116497	242	27.27272727272727	92758.0
NS.2150.TSP0298---TSP200X.BS_415_R2	88.9567623284327	49.0	236.03955948570498	242	36.36363636363637	92165.0
NS.2150.TSP0299---TSP200X.BS_416_R1	94.11680067041402	47.0	233.12363525682076	237	27.27272727272727	1264890.0
NS.2150.TSP0299---TSP200X.BS_416_R2	94.06108169515517	47.0	234.27539544359183	237	36.36363636363637	1256121.0
NS.2150.TSP0301---TSP200X.BS_418_R2	94.73398456941503	47.0	234.25406978606892	237	36.36363636363637	1966381.0
NS.2150.TSP0303---TSP200X.BS_420_R1	93.13308954603423	48.0	233.9071424041937	242	27.27272727272727	709635.0
NS.2150.TSP0303---TSP200X.BS_420_R2	92.80820216409722	48.0	235.0471598885446	242	36.36363636363637	704497.0
NS.2150.TSP0304---TSP200X.BS_421_R1	93.99593565320212	49.0	234.17217134573664	242	27.27272727272727	1616988.0
NS.2150.TSP0304---TSP200X.BS_421_R2	94.18178740648456	49.0	235.693308582573	242	36.36363636363637	1606954.0
NS.2150.TSP0307---TSP200X.BS_424_R1	93.07438998118108	48.0	234.6092961544906	242	27.27272727272727	877309.0
NS.2150.TSP0307---TSP200X.BS_424_R2	92.85377074036424	49.0	235.523186133462	242	36.36363636363637	870585.0
NS.2150.TSP0311---TSP200X.BS_428_R1	89.67558670489541	48.0	234.3177697249655	242	27.27272727272727	150672.0
NS.2150.TSP0311---TSP200X.BS_428_R2	89.93755634955087	49.0	235.81902026914216	242	36.36363636363637	149735.0
NS.2150.TSP0315---TSP200X.BS_432_R1	86.625330007024	50.0	235.90270545207935	242	27.27272727272727	41287.0
NS.2150.TSP0315---TSP200X.BS_432_R2	87.94823860739518	50.0	236.9858942921654	242	36.36363636363637	41189.0
NS.2150.TSP0317---TSP200X.BS_434_R1	91.14670858639072	47.0	232.9703082015908	237	27.27272727272727	414761.0
NS.2150.TSP0317---TSP200X.BS_434_R2	92.3799428362605	47.0	234.7643169513963	242	36.36363636363637	413199.0
NS.2150.TSP0318---TSP200X.BS_435_R1	91.17927032419865	45.0	231.7490801252128	237	27.27272727272727	327762.0
NS.2150.TSP0318---TSP200X.BS_435_R2	91.56847944818783	45.0	232.99128588436	237	36.36363636363637	325908.0
NS.2150.TSP0319---TSP200X.BS_436_R1	92.77834857358128	48.0	234.62551286002946	242	27.27272727272727	583980.0
NS.2150.TSP0319---TSP200X.BS_436_R2	92.88282034542927	48.0	235.47202408737877	242	36.36363636363637	580553.0
NS.2150.TSP0320---TSP200X.BS_437_R1	91.96689035264042	48.0	232.89228884696925	237	27.27272727272727	582066.0
NS.2150.TSP0320---TSP200X.BS_437_R2	93.09574416694845	48.0	234.7219423492309	237	36.36363636363637	579628.0
NS.2150.TSP0322---TSP200X.BS_439_R1	88.80396965721782	49.0	234.488241221316	242	27.27272727272727	105198.0
NS.2150.TSP0322---TSP200X.BS_439_R2	89.37455205695447	49.0	235.77600458693678	242	36.36363636363637	104645.0
NS.2150.TSP0325---TSP200X.BS_442_R1	90.17442237447857	48.0	235.48895541098406	242	27.27272727272727	185068.0
NS.2150.TSP0325---TSP200X.BS_442_R2	90.42754116206287	48.0	236.1972295550415	242	36.36363636363637	183725.0
