Sample	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
NS.2150.TSP0022---TSP200X.BS_054_R2	1669.0	1359.0	1941.0	3055.0	1000.0	827.0	846.0	905.0	779.0	936.0	1174.0	3132.0	1658.0	1635.0	1278.0	1026.0	2437.0	1233.0	1290.0	1313.0	950.0	1189.0	1036.0	1303.0	1319.0	1198.0	1339.0	1628.0	1108.0	1170.0	1264.0	1551.0	16233.0	8639.0	7964.0	24439.0	2408.0	2416.0	2842.0	150355.0	129146.0	144031.0	155872.0	243371.0	146314.0	229798.0	960708.0
NS.2150.TSP0023---TSP200X.BS_055_R1	2317.0	2029.0	2250.0	3062.0	1675.0	1519.0	5894.0	1353.0	1631.0	1737.0	1758.0	2119.0	1982.0	1616.0	1521.0	1438.0	2132.0	1691.0	2498.0	1795.0	1621.0	1780.0	2011.0	1971.0	2013.0	2062.0	2137.0	2655.0	2018.0	2276.0	2181.0	2627.0	20815.0	11376.0	9420.0	30445.0	3076.0	3148.0	4880.0	171295.0	148544.0	156071.0	180475.0	268927.0	131778.0	242638.0	1028943.0
NS.2150.TSP0023---TSP200X.BS_055_R2	1941.0	1535.0	2192.0	2460.0	1236.0	953.0	983.0	953.0	814.0	1041.0	1609.0	3229.0	2462.0	1148.0	1206.0	1178.0	2393.0	1342.0	1740.0	1211.0	1158.0	1455.0	1120.0	1310.0	1369.0	1294.0	1380.0	1998.0	1194.0	1265.0	1304.0	1760.0	20611.0	10302.0	8338.0	30270.0	2486.0	2451.0	2914.0	171844.0	146116.0	165259.0	178964.0	273167.0	128434.0	247172.0	1026666.0
NS.2150.TSP0024---TSP200X.BS_056_R1	1662.0	1447.0	1624.0	2244.0	1219.0	1116.0	6475.0	1023.0	1092.0	1248.0	1325.0	1456.0	1434.0	1116.0	1117.0	1148.0	1586.0	1401.0	1585.0	1644.0	1177.0	1303.0	1422.0	1528.0	1395.0	1538.0	1509.0	1846.0	1453.0	1638.0	1467.0	1802.0	13672.0	6588.0	6742.0	21071.0	2259.0	2433.0	3703.0	123506.0	127606.0	122987.0	142933.0	199686.0	123289.0	182195.0	793811.0
NS.2150.TSP0024---TSP200X.BS_056_R2	1503.0	1188.0	1462.0	1812.0	1041.0	786.0	803.0	901.0	661.0	1117.0	1489.0	2386.0	1212.0	681.0	1002.0	963.0	1633.0	1051.0	1163.0	1297.0	905.0	1104.0	930.0	1056.0	979.0	1142.0	1118.0	1486.0	985.0	1032.0	1006.0	1374.0	13453.0	5934.0	6111.0	20971.0	1990.0	1810.0	2439.0	123689.0	125191.0	128483.0	141512.0	201773.0	121188.0	188323.0	788608.0
NS.2150.TSP0025---TSP200X.BS_058_R1	2544.0	2183.0	2449.0	2892.0	1813.0	1646.0	8538.0	1936.0	1563.0	1808.0	1892.0	1996.0	1844.0	1682.0	1587.0	1601.0	2169.0	1870.0	2490.0	1957.0	1820.0	1826.0	2095.0	2004.0	2169.0	2197.0	2327.0	2528.0	2039.0	2420.0	2163.0	2841.0	21050.0	13818.0	10262.0	31255.0	3286.0	3380.0	4716.0	200152.0	181677.0	186569.0	214594.0	289428.0	190947.0	249910.0	1104643.0
NS.2150.TSP0025---TSP200X.BS_058_R2	1963.0	1747.0	2200.0	2165.0	1270.0	1055.0	1021.0	1107.0	965.0	1125.0	1343.0	5184.0	1935.0	997.0	1366.0	1190.0	2633.0	1523.0	1552.0	1344.0	1284.0	1370.0	1283.0	1362.0	1460.0	1434.0	1448.0	1738.0	1341.0	1372.0	1365.0	1821.0	20619.0	11941.0	9020.0	31197.0	2657.0	2728.0	2812.0	201698.0	178899.0	194958.0	214003.0	294056.0	188693.0	257737.0	1100397.0
NS.2150.TSP0026---TSP200X.BS_059_R1	2031.0	1733.0	1954.0	2435.0	1439.0	1287.0	6669.0	1229.0	1346.0	1495.0	1598.0	1716.0	1471.0	1351.0	1261.0	1264.0	1695.0	1466.0	2004.0	1607.0	1446.0	1500.0	1644.0	1592.0	1723.0	1776.0	1867.0	1944.0	1682.0	1951.0	1778.0	2187.0	14982.0	7908.0	7448.0	19266.0	2750.0	2674.0	3777.0	139457.0	127963.0	124535.0	155941.0	208207.0	135163.0	202274.0	884807.0
NS.2150.TSP0026---TSP200X.BS_059_R2	1465.0	1296.0	1572.0	1810.0	942.0	786.0	764.0	887.0	710.0	798.0	791.0	2053.0	2879.0	941.0	1030.0	919.0	1978.0	1123.0	1170.0	1112.0	963.0	1189.0	938.0	1034.0	1079.0	1163.0	1230.0	1285.0	1010.0	1022.0	1116.0	1472.0	14800.0	7041.0	6561.0	19061.0	2116.0	2199.0	2270.0	140882.0	126267.0	130411.0	155252.0	210955.0	132395.0	210532.0	884190.0
NS.2150.TSP0027---TSP200X.BS_063_R1	1646.0	1509.0	1262.0	2586.0	1157.0	1211.0	1258.0	1181.0	962.0	1314.0	1511.0	1133.0	1048.0	1216.0	1149.0	1151.0	1153.0	1282.0	1666.0	1249.0	1248.0	1335.0	1401.0	1374.0	1598.0	1770.0	1696.0	2408.0	1621.0	1752.0	1742.0	1966.0	21990.0	2635.0	2481.0	23708.0	2528.0	2541.0	3091.0	111008.0	94289.0	123314.0	171125.0	204370.0	89491.0	193980.0	815667.0
NS.2150.TSP0027---TSP200X.BS_063_R2	1425.0	1343.0	1704.0	2442.0	1048.0	830.0	762.0	829.0	675.0	803.0	740.0	1993.0	1298.0	706.0	1081.0	809.0	1107.0	778.0	1338.0	984.0	1056.0	1146.0	961.0	927.0	1163.0	1011.0	1147.0	1876.0	969.0	1140.0	1155.0	1381.0	22329.0	1968.0	1624.0	23737.0	2070.0	2341.0	1944.0	111837.0	93959.0	123764.0	171910.0	206817.0	87130.0	212270.0	796389.0
NS.2150.TSP0028---TSP200X.BS_066_R1	2385.0	2132.0	2618.0	4116.0	1756.0	1640.0	10113.0	1408.0	1553.0	1676.0	2123.0	2140.0	2035.0	1758.0	1707.0	1692.0	2736.0	2123.0	2826.0	2288.0	2011.0	2168.0	2395.0	2178.0	2377.0	2235.0	2473.0	2682.0	2245.0	2482.0	2317.0	2854.0	23853.0	12729.0	12035.0	36451.0	3580.0	3477.0	4996.0	229313.0	201008.0	207728.0	265459.0	357654.0	211163.0	322365.0	1518825.0
